length,descriptor,baseline_generated_mean,candidate_generated_mean,real_mean,baseline_abs_standardized_mean_discrepancy,candidate_abs_standardized_mean_discrepancy,mean_discrepancy_improvement,baseline_wasserstein_distance,candidate_wasserstein_distance,wasserstein_improvement,baseline_ks_statistic,candidate_ks_statistic,ks_improvement
384,long_range_contact_fraction,0.0103043213633597,0.0039419760600527,0.0094702973646327,0.0008340239987270001,0.00552832130458,-0.004694297305853,0.0020814059749087,0.005532661708152,-0.0034512557332433,0.3399999999999999,0.855,-0.5150000000000001
384,distance_mean,23.61756755828857,27.95561889648437,28.83518871665001,5.217621158361439,0.8795698201656386,4.3380513381958,5.217922098106808,0.9625309805075324,4.255391117599276,1.0,0.14,0.86
384,distance_std,8.335135374069214,11.28300199508667,12.453899309039116,4.118763934969902,1.1708973139524463,2.9478666210174556,4.118840467598703,1.178497705194685,2.9403427624040184,1.0,0.2,0.8
384,radius_of_gyration,17.687253809195294,21.29734736923303,22.20595246993414,4.5186986607388455,0.9086051007011093,3.610093560037736,4.519046847114702,0.9414600493964232,3.577586797718279,1.0,0.14,0.86
384,triangle_violation_fraction,0.007724609375,0.001708984375,0.0,0.007724609375,0.001708984375,0.006015625,0.0077150132921006,0.0017022026909722,0.006012810601128401,1.0,0.88,0.12
384,triangle_violation_mean,0.0188576617743819,0.0034047858067788,0.0,0.0188576617743819,0.0034047858067788,0.0154528759676031,0.0188077751152175,0.0033880821372602,0.0154196929779573,1.0,0.88,0.12
384,negative_eigenvalue_mass_fraction,0.2127200888542635,0.149874463665895,6.678092708056428e-07,0.2127194210449927,0.1498737958566242,0.0628456251883685,0.2127230251847077,0.1498812867743957,0.06284173841031201,1.0,1.0,0.0
384,rank3_residual_energy_fraction,0.3039530359858687,0.2348621301460892,6.67499776187561e-07,0.30395236848609253,0.23486146264631302,0.0690909058397795,0.3039197498331221,0.2348712148374503,0.06904853499567179,1.0,1.0,0.0
500,adjacent_residue_distance_mean,3.602412993979597,3.9213680672502234,3.8047874026710335,0.20237440869143652,0.11658066457918981,0.08579374411224672,0.2023351634746471,0.1363329679893375,0.06600219548530961,1.0,0.88,0.12
500,contact_fraction_6A,0.011786132264529,0.0102496192384769,0.0110189134322543,0.0007672188322747006,0.0007692941937774006,-2.0753615026999905e-06,0.000764975774731,0.0007635216964017,1.4540783293000943e-06,0.561875,0.63,-0.06812499999999999
500,contact_fraction_8A,0.0231503006012024,0.0177551903807615,0.020066266020048,0.0030840345811543983,0.0023110756392865014,0.0007729589418678968,0.0030759052272083,0.0023297095738222,0.0007461956533860998,0.56,0.86625,-0.3062499999999999
500,contact_fraction_10A,0.0446246092184368,0.0310063326653306,0.0368743969888409,0.007750212229595897,0.005868064323510301,0.0018821479060855961,0.0077415909393965,0.0059783848852576,0.0017632060541389006,0.7775,0.78625,-0.008750000000000036
500,long_range_contact_fraction,0.0083195879758979,0.002635742417612,0.006804541214041,0.0015150467618569004,0.0041687987964290005,-0.0026537520345721,0.0023241460988188,0.0042202048803726,-0.0018960587815538004,0.3618749999999999,0.92,-0.5581250000000002
500,distance_mean,24.93725555419922,30.909674911499025,32.19014257192612,7.2528870177268985,1.2804676604270924,5.972419357299806,7.2570718470073885,1.321164336942491,5.935907510064897,1.0,0.433125,0.566875
500,distance_std,8.450353870391845,12.803817138671874,14.11077716946602,5.660423299074175,1.306960030794146,4.353463268280029,5.66648211614007,1.4331962154025129,4.233285900737558,1.0,0.5775,0.4225
500,radius_of_gyration,18.60009573848816,23.654419083596284,24.8364727784416,6.236377039953439,1.1820536948453153,5.0543233451081235,6.240930529594294,1.2376061605703108,5.003324369023984,1.0,0.46625,0.53375
500,triangle_violation_fraction,0.00814453125,0.002890625,0.0,0.00814453125,0.002890625,0.00525390625,0.0081151326497395,0.0028639293852306,0.0052512032645089,1.0,1.0,0.0
500,triangle_violation_mean,0.0212468002457171,0.0057344667613506,0.0,0.0212468002457171,0.0057344667613506,0.015512333484366498,0.0210747878026311,0.0055826617790444,0.0154921260235867,1.0,1.0,0.0
500,negative_eigenvalue_mass_fraction,0.2380671586503184,0.1674409377836253,7.276616916298953e-07,0.2380664309886268,0.16744021012193366,0.07062622086669312,0.2379341898910086,0.1676148004181217,0.07031938947288688,1.0,1.0,0.0
500,rank3_residual_energy_fraction,0.3436752147288239,0.2452800483760492,7.27557352359152e-07,0.34367448717147153,0.24527932081869683,0.0983951663527747,0.3436746401168997,0.2452984187241086,0.09837622139279109,1.0,1.0,0.0
