timestep,predictor,target_mse_mean,target_mae_mean,target_correlation_mean,epsilon_mse_mean,epsilon_mae_mean,epsilon_correlation_mean,x0_reconstruction_mse_normalized_mean,x0_reconstruction_mae_normalized_mean,x0_reconstruction_mae_angstrom_mean,x0_reconstruction_rmse_angstrom_mean,negative_reconstructed_physical_fraction_mean,nonfinite_fraction_mean,snr_first,amplification_factor_first,valid_pair_count_sum,sample_count_sum,original_length_min,original_length_max,padded_length_min,padded_length_max,epsilon_prediction_min_min,epsilon_prediction_max_max,epsilon_prediction_mean_mean,epsilon_prediction_std_mean,true_epsilon_min_min,true_epsilon_max_max,x0_hat_min_min,x0_hat_max_max,x0_hat_mean_mean,x0_hat_std_mean,v_mse_mean,v_mae_mean,v_correlation_mean,epsilon_reconstruction_mse_mean,epsilon_reconstruction_mae_mean,epsilon_reconstruction_correlation_mean
200,oracle,0.0,0.0,0.9999999813735485,3.3456240890688445e-15,3.181957242137656e-08,0.999999986961484,1.6329510843182187e-15,2.648711144859206e-08,1.4243444610428924e-06,2.1572405728420563e-06,0.0,0.0,1.8128491640090942,0.7427098290597577,779185,32,37,448,40,448,-4.595210075378418,4.972428321838379,0.002118132885925661,0.9971910007297993,-4.595210075378418,4.972428321838379,0.05249546468257904,2.0931646823883057,0.43186287209391594,0.19675605231896043,0.0,0.0,0.9999999813735485,3.3456240890688445e-15,3.181957242137656e-08,0.999999986961484
200,zero,0.7266462035477161,0.6808016747236252,,0.4683151673525572,0.5465478710830212,0.9635397158563137,0.2583310240879655,0.40592648182064295,21.828697383403778,27.31126880645752,0.2892727870494127,0.0,1.8128491640090942,0.7427098290597577,779185,32,37,448,40,448,-1.4604228734970093,2.358945846557617,0.20747195975854993,0.367951768450439,-4.595210075378418,4.972428321838379,-1.966343879699707,3.176133871078491,0.27934457594528794,0.4954179376363754,0.7266462035477161,0.6808016747236252,,0.4683151673525572,0.5465478710830212,0.9635397158563137
300,model,0.009512892283964902,0.07427897106390446,0.987322622910142,0.0032139647992153186,0.04317478131270036,0.9984375406056643,0.006298927408352029,0.060442566056735814,3.2502991035580635,4.213388331234455,1.4915609654053696e-06,0.0,0.5102399587631226,1.399950739722585,779185,32,37,448,40,448,-4.69510555267334,4.651255130767822,-0.0008273295167100514,0.997111713513732,-4.6879353523254395,4.605041980743408,-0.23153367638587952,2.013256072998047,0.4274026798084378,0.17548573622480035,0.009512892283964902,0.07427897106390446,0.987322622910142,0.0032139647992153186,0.04317478131270036,0.9984375406056643
300,noisy_input,0.5200607581064105,0.6120366249233484,0.9101021252572536,0.17570439726114273,0.35574735328555107,0.988933190703392,0.3443563701584935,0.4980287542566657,26.78149700164795,30.790143847465515,0.6175991054624319,0.0,0.5102399587631226,1.399950739722585,779185,32,37,448,40,448,-4.842679977416992,5.963913917541504,0.345612620934844,1.143919076770544,-4.6879353523254395,4.605041980743408,-0.9938836097717285,0.807030439376831,-0.05759619118180126,0.19063361128792167,0.5200607581064105,0.6120366249233484,0.9101021252572536,0.17570439726114273,0.35574735328555107,0.988933190703392
300,oracle,0.0,0.0,0.9999999850988388,2.0541159628732194e-15,2.1760178992025203e-08,0.9999999776482582,1.339238558504858e-15,2.2574874636305253e-08,1.213963901847137e-06,1.9601109428890595e-06,0.0,0.0,0.5102399587631226,1.399950739722585,779185,32,37,448,40,448,-4.6879353523254395,4.605041980743408,-0.004013293550116259,0.9969712030142546,-4.6879353523254395,4.605041980743408,0.052495360374450684,2.0931646823883057,0.43186286464333534,0.196756049990654,0.0,0.0,0.9999999850988388,2.0541159628732194e-15,2.1760178992025203e-08,0.9999999776482582
300,zero,0.49733297526836395,0.5647856518626213,,0.1680257203988731,0.32828263379633427,0.988933140411973,0.3293072497472167,0.4595795292407274,24.713889837265015,30.73766338825226,0.3824008982628584,0.0,0.5102399587631226,1.399950739722585,779185,32,37,448,40,448,-2.824855089187622,3.478898763656616,0.20160440495237708,0.6672763470560312,-4.6879353523254395,4.605041980743408,-2.017824649810791,2.4850151538848877,0.14400821295566857,0.476642731577158,0.49733297526836395,0.5647856518626213,,0.1680257203988731,0.32828263379633427,0.988933140411973
400,model,0.016289743172819726,0.09683519252575934,0.9387723263353109,0.0015024470631033182,0.02940869115991518,0.9992894735187292,0.014787297259317711,0.09226149856112897,4.961362212896347,6.42111648619175,3.844734237645753e-06,0.0,0.10160388797521591,3.1372189806050357,779185,32,37,448,40,448,-4.633577346801758,4.818878173828125,0.0024562111289014865,0.9984701257199049,-4.598714828491211,4.841679573059082,-0.05213412642478943,1.7941488027572632,0.42442777194082737,0.14666270464658737,0.016289743172819726,0.09683519252575934,0.9387723263353109,0.0015024470631033182,0.02940869115991518,0.9992894735187292
400,noisy_input,0.7982502095401287,0.7181918546557426,0.8172456650063396,0.07362474862020463,0.21811365708708763,0.9977558739483356,0.7246254235506058,0.6842703837901354,36.79664069414139,45.42785906791687,0.5530793629586697,0.0,0.10160388797521591,3.1372189806050357,779185,32,37,448,40,448,-5.376590251922607,5.9589524269104,0.16489644325338304,1.198524221777916,-4.598714828491211,4.841679573059082,-3.078296184539795,2.7774577140808105,-0.08518277655821294,0.6191377844661474,0.7982502095401287,0.7181918546557426,0.8172456650063396,0.07362474862020463,0.21811365708708763,0.9977558739483356
400,oracle,0.0,0.0,0.9999999813735485,4.937860847328836e-15,4.20890019503517e-08,0.9999999701976776,1.516563724798631e-15,2.6387002305394702e-08,1.4189611015069659e-06,2.0561614704206477e-06,0.0,0.0,0.10160388797521591,3.1372189806050357,779185,32,37,448,40,448,-4.598714828491211,4.841679573059082,8.625726695754565e-05,0.9993083570152521,-4.598714828491211,4.841679573059082,0.052495479583740234,2.0931644439697266,0.431862841360271,0.1967560371849686,0.0,0.0,0.9999999813735485,4.937860847328836e-15,4.20890019503517e-08,0.9999999701976776
400,zero,0.31111711636185646,0.45631252694875,,0.028695178276393563,0.138581387931481,0.9977558180689812,0.28242194652557373,0.43476008996367455,23.3792245388031,28.12654608488083,0.4469206389039755,0.0,0.10160388797521591,3.1372189806050357,779185,32,37,448,40,448,-4.077023983001709,4.518624305725098,0.12503960775211453,0.9088310096412897,-4.598714828491211,4.841679573059082,-1.299566388130188,1.4403281211853027,0.039856834220699966,0.28969321865588427,0.31111711636185646,0.45631252694875,,0.028695178276393563,0.138581387931481,0.9977558180689812
450,model,0.023050450879964046,0.1153348945081234,0.8061752282083035,0.0005334985421541205,0.0175463838968426,0.9997586980462074,0.02251695390441455,0.11399237927980721,6.129940360784531,7.952086016535759,0.0,0.0,0.02369319461286068,6.4966309866960374,779185,32,37,448,40,448,-4.526899337768555,4.47852897644043,-0.005798168851924856,1.002539735287428,-4.531067371368408,4.472226142883301,0.03167032450437546,1.7823116779327393,0.43370400089770555,0.13644973002374172,0.023050450879964046,0.1153348945081234,0.8061752282083035,0.0005334985421541205,0.0175463838968426,0.9997586980462074
450,noisy_input,1.01155274361372,0.8051327336579561,0.6125576058402658,0.02341218589572236,0.12248818832449615,0.9994755331426859,0.9881404917687178,0.7957608699798584,42.792041063308716,53.27399754524231,0.5243986807763577,0.0,0.02369319461286068,6.4966309866960374,779185,32,37,448,40,448,-5.0477142333984375,5.160311698913574,0.06871538468112703,1.1307990737259388,-4.531067371368408,4.472226142883301,-3.7836103439331055,3.701051950454712,-0.050383046735078096,0.8291171323508024,1.01155274361372,0.8051327336579561,0.6125576058402658,0.02341218589572236,0.12248818832449615,0.9994755331426859
450,oracle,0.0,0.0,0.9999999776482582,7.512219430382412e-15,5.7073260895101896e-08,0.9999999701976776,1.8987667454498815e-15,3.1586748105993934e-08,1.6985774706768098e-06,2.2829230346133045e-06,0.0,0.0,0.02369319461286068,6.4966309866960374,779185,32,37,448,40,448,-4.53106689453125,4.472225666046143,-0.005514763661267352,1.0026607811450958,-4.531067371368408,4.472226142883301,0.05249547213315964,2.0931644439697266,0.4318628292530775,0.1967560318298638,0.0,0.0,0.9999999776482582,7.512219430382412e-15,5.7073260895101896e-08,0.9999999701976776
450,zero,0.25884648226201534,0.4335164250805974,,0.0059909577466896735,0.06595268822275102,0.9994755480438471,0.25285553093999624,0.4284702390432358,23.040988087654114,26.367408454418182,0.4756013164296746,0.0,0.02369319461286068,6.4966309866960374,779185,32,37,448,40,448,-4.374382972717285,4.47196102142334,0.05954921603552066,0.9799581076949835,-4.531067371368408,4.472226142883301,-0.6733310222625732,0.6883507966995239,0.009166168718365952,0.15084096882492304,0.25884648226201534,0.4335164250805974,,0.0059909577466896735,0.06595268822275102,0.9994755480438471
